run_id,ingest_mode,started_at,finished_at,result,stock_code,source_name,source_type,api_name,manifest_rows_created,manifest_rows_updated,metric_candidates,claim_candidates,issues,notes
ingest_official_002837_2cbfc5,official_disclosure_search,2026-07-11T16:47:45Z,2026-07-11T16:47:45Z,SUCCESS,002837,cninfo,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_002837_47054e,official_disclosure_search,2026-07-11T16:47:52Z,2026-07-11T16:47:53Z,SUCCESS,002837,cninfo,interim_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_002837_2f00c7,official_disclosure_search,2026-07-11T16:48:00Z,2026-07-11T16:48:00Z,SUCCESS,002837,szse,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_tushare_daily_basic_002837_eb0c080a,tushare_live_reviewed_snapshot,2026-07-11T17:31:01Z,2026-07-11T17:31:01Z,SUCCESS,002837,tushare,structured_market_data,daily_basic,1,0,25,0,,same-date unit-safe market/peer snapshot; token not stored
ingest_bundle8_caict_59947f,url_file,2026-07-12T16:01:05Z,2026-07-12T16:01:05Z,SUCCESS,,industry_report,third_party_research,,1,0,0,0,,official CAICT PDF archived; 69 pages extracted; key pages visually reviewed; registry promotion recorded by quality review
ingest_bundle8_ndrc_30d310,url_file,2026-07-12T16:01:05Z,2026-07-12T16:01:05Z,SUCCESS,,policy_document,policy_document,,1,0,0,0,,official government PDF archived; 7 pages extracted; PUE/utilization and multi-route cooling statements visually reviewed
ingest_structured_002837_daily_basic_f8cc52,structured_api_pull,2026-07-12T17:38:34Z,2026-07-12T17:38:34Z,SUCCESS,002837,tushare,structured_market_data,daily_basic,1,0,56,0,,offline-capable structured snapshot ingest
ingest_structured_002837_income_38e6e4,structured_api_pull,2026-07-12T17:39:32Z,2026-07-12T17:39:32Z,SUCCESS,002837,tushare,structured_financial_data,income,1,0,80,0,,offline-capable structured snapshot ingest
ingest_structured_002837_balancesheet_88750f,structured_api_pull,2026-07-12T17:39:36Z,2026-07-12T17:39:36Z,SUCCESS,002837,tushare,structured_financial_data,balancesheet,1,0,78,0,,offline-capable structured snapshot ingest
ingest_structured_002837_cashflow_f83c33,structured_api_pull,2026-07-12T17:39:39Z,2026-07-12T17:39:39Z,SUCCESS,002837,tushare,structured_financial_data,cashflow,1,0,56,0,,offline-capable structured snapshot ingest
ingest_structured_002837_fina_indicator_45c65f,structured_api_pull,2026-07-12T17:39:42Z,2026-07-12T17:39:42Z,SUCCESS,002837,tushare,structured_financial_data,fina_indicator,1,0,60,0,,offline-capable structured snapshot ingest
ingest_structured_002837_fina_mainbz_5b29e7,structured_api_pull,2026-07-12T17:39:45Z,2026-07-12T17:39:45Z,SUCCESS,002837,tushare,structured_financial_data,fina_mainbz,1,0,103,0,,offline-capable structured snapshot ingest
ingest_structured_002837_daily_66cd61,structured_api_pull,2026-07-12T17:39:48Z,2026-07-12T17:39:48Z,SUCCESS,002837,tushare,structured_market_data,daily,1,0,2250,0,,offline-capable structured snapshot ingest
ingest_structured_002837_query_history_k_data_plus_3145e0,structured_api_pull,2026-07-12T17:41:17Z,2026-07-12T17:41:17Z,SUCCESS,002837,baostock,structured_market_data,query_history_k_data_plus,1,0,3000,0,,offline-capable structured snapshot ingest
ingest_structured_002837_query_profit_data_4bdf72,structured_api_pull,2026-07-12T17:41:47Z,2026-07-12T17:41:47Z,SUCCESS,002837,baostock,structured_financial_data,query_profit_data,1,0,7,0,,offline-capable structured snapshot ingest
ingest_structured_002837_query_balance_data_cdf5ef,structured_api_pull,2026-07-12T17:41:58Z,2026-07-12T17:41:58Z,SUCCESS,002837,baostock,structured_financial_data,query_balance_data,1,0,6,0,,offline-capable structured snapshot ingest
ingest_structured_002837_query_cash_flow_data_6a6186,structured_api_pull,2026-07-12T17:42:07Z,2026-07-12T17:42:07Z,SUCCESS,002837,baostock,structured_financial_data,query_cash_flow_data,1,0,7,0,,offline-capable structured snapshot ingest
ingest_structured_002837_query_dupont_data_65b0e2,structured_api_pull,2026-07-12T17:42:16Z,2026-07-12T17:42:16Z,SUCCESS,002837,baostock,structured_financial_data,query_dupont_data,1,0,8,0,,offline-capable structured snapshot ingest
ingest_official_002837_108da3,official_disclosure_search,2026-07-12T17:44:09Z,2026-07-12T17:44:09Z,SUCCESS,002837,cninfo,official_disclosure,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_002837_797533,official_disclosure_search,2026-07-12T17:46:57Z,2026-07-12T17:46:57Z,SUCCESS,002837,cninfo,official_disclosure,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_structured_300499_income_d68c27,structured_api_pull,2026-07-12T18:08:16Z,2026-07-12T18:08:16Z,SUCCESS,300499,tushare,structured_financial_data,income,1,0,354,0,,offline-capable structured snapshot ingest
ingest_structured_300499_balancesheet_75d3a7,structured_api_pull,2026-07-12T18:08:19Z,2026-07-12T18:08:19Z,SUCCESS,300499,tushare,structured_financial_data,balancesheet,1,0,638,0,,offline-capable structured snapshot ingest
ingest_structured_300499_cashflow_fb30a9,structured_api_pull,2026-07-12T18:08:21Z,2026-07-12T18:08:21Z,SUCCESS,300499,tushare,structured_financial_data,cashflow,1,0,621,0,,offline-capable structured snapshot ingest
ingest_structured_300499_fina_indicator_275338,structured_api_pull,2026-07-12T18:08:23Z,2026-07-12T18:08:23Z,SUCCESS,300499,tushare,structured_financial_data,fina_indicator,1,0,1030,0,,offline-capable structured snapshot ingest
ingest_structured_300499_fina_mainbz_869c90,structured_api_pull,2026-07-12T18:08:25Z,2026-07-12T18:08:25Z,SUCCESS,300499,tushare,structured_financial_data,fina_mainbz,1,0,107,0,,offline-capable structured snapshot ingest
ingest_structured_300731_income_7fa521,structured_api_pull,2026-07-12T18:08:28Z,2026-07-12T18:08:28Z,SUCCESS,300731,tushare,structured_financial_data,income,1,0,402,0,,offline-capable structured snapshot ingest
ingest_structured_300731_balancesheet_c94439,structured_api_pull,2026-07-12T18:08:30Z,2026-07-12T18:08:30Z,SUCCESS,300731,tushare,structured_financial_data,balancesheet,1,0,641,0,,offline-capable structured snapshot ingest
ingest_structured_300731_cashflow_cc62b3,structured_api_pull,2026-07-12T18:08:32Z,2026-07-12T18:08:32Z,SUCCESS,300731,tushare,structured_financial_data,cashflow,1,0,621,0,,offline-capable structured snapshot ingest
ingest_structured_300731_fina_indicator_8065c2,structured_api_pull,2026-07-12T18:08:34Z,2026-07-12T18:08:34Z,SUCCESS,300731,tushare,structured_financial_data,fina_indicator,1,0,940,0,,offline-capable structured snapshot ingest
ingest_structured_300731_fina_mainbz_b2a9a0,structured_api_pull,2026-07-12T18:08:37Z,2026-07-12T18:08:37Z,SUCCESS,300731,tushare,structured_financial_data,fina_mainbz,1,0,258,0,,offline-capable structured snapshot ingest
ingest_structured_301018_income_32deab,structured_api_pull,2026-07-12T18:08:39Z,2026-07-12T18:08:39Z,SUCCESS,301018,tushare,structured_financial_data,income,1,0,412,0,,offline-capable structured snapshot ingest
ingest_structured_301018_balancesheet_c4e106,structured_api_pull,2026-07-12T18:08:41Z,2026-07-12T18:08:41Z,SUCCESS,301018,tushare,structured_financial_data,balancesheet,1,0,645,0,,offline-capable structured snapshot ingest
ingest_structured_301018_cashflow_8e33bd,structured_api_pull,2026-07-12T18:08:44Z,2026-07-12T18:08:44Z,SUCCESS,301018,tushare,structured_financial_data,cashflow,1,0,553,0,,offline-capable structured snapshot ingest
ingest_structured_301018_fina_indicator_837ba6,structured_api_pull,2026-07-12T18:08:46Z,2026-07-12T18:08:46Z,SUCCESS,301018,tushare,structured_financial_data,fina_indicator,1,0,940,0,,offline-capable structured snapshot ingest
ingest_structured_301018_fina_mainbz_41ff42,structured_api_pull,2026-07-12T18:08:48Z,2026-07-12T18:08:48Z,SUCCESS,301018,tushare,structured_financial_data,fina_mainbz,1,0,82,0,,offline-capable structured snapshot ingest
ingest_structured_300602_income_22e974,structured_api_pull,2026-07-12T18:08:51Z,2026-07-12T18:08:51Z,SUCCESS,300602,tushare,structured_financial_data,income,1,0,401,0,,offline-capable structured snapshot ingest
ingest_structured_300602_balancesheet_ffee9a,structured_api_pull,2026-07-12T18:08:53Z,2026-07-12T18:08:53Z,SUCCESS,300602,tushare,structured_financial_data,balancesheet,1,0,714,0,,offline-capable structured snapshot ingest
ingest_structured_300602_cashflow_d99539,structured_api_pull,2026-07-12T18:08:55Z,2026-07-12T18:08:55Z,SUCCESS,300602,tushare,structured_financial_data,cashflow,1,0,771,0,,offline-capable structured snapshot ingest
ingest_structured_300602_fina_indicator_6bc035,structured_api_pull,2026-07-12T18:08:57Z,2026-07-12T18:08:57Z,SUCCESS,300602,tushare,structured_financial_data,fina_indicator,1,0,1141,0,,offline-capable structured snapshot ingest
ingest_structured_300602_fina_mainbz_f5fdee,structured_api_pull,2026-07-12T18:08:59Z,2026-07-12T18:08:59Z,SUCCESS,300602,tushare,structured_financial_data,fina_mainbz,1,0,108,0,,offline-capable structured snapshot ingest
ingest_structured_300499_daily_basic_57cd0b,structured_api_pull,2026-07-12T18:09:17Z,2026-07-12T18:09:17Z,SUCCESS,300499,tushare,structured_market_data,daily_basic,1,0,120,0,,offline-capable structured snapshot ingest
ingest_structured_300499_daily_be8326,structured_api_pull,2026-07-12T18:09:20Z,2026-07-12T18:09:20Z,SUCCESS,300499,tushare,structured_market_data,daily,1,0,2250,0,,offline-capable structured snapshot ingest
ingest_structured_300731_daily_basic_f4f0c0,structured_api_pull,2026-07-12T18:09:22Z,2026-07-12T18:09:22Z,SUCCESS,300731,tushare,structured_market_data,daily_basic,1,0,128,0,,offline-capable structured snapshot ingest
ingest_structured_300731_daily_3e4df7,structured_api_pull,2026-07-12T18:09:24Z,2026-07-12T18:09:24Z,SUCCESS,300731,tushare,structured_market_data,daily,1,0,2250,0,,offline-capable structured snapshot ingest
ingest_structured_301018_daily_basic_cc0ee3,structured_api_pull,2026-07-12T18:09:26Z,2026-07-12T18:09:26Z,SUCCESS,301018,tushare,structured_market_data,daily_basic,1,0,128,0,,offline-capable structured snapshot ingest
ingest_structured_301018_daily_1efce0,structured_api_pull,2026-07-12T18:09:28Z,2026-07-12T18:09:28Z,SUCCESS,301018,tushare,structured_market_data,daily,1,0,2250,0,,offline-capable structured snapshot ingest
ingest_structured_300602_daily_basic_e6104c,structured_api_pull,2026-07-12T18:09:30Z,2026-07-12T18:09:30Z,SUCCESS,300602,tushare,structured_market_data,daily_basic,1,0,128,0,,offline-capable structured snapshot ingest
ingest_structured_300602_daily_98a652,structured_api_pull,2026-07-12T18:09:32Z,2026-07-12T18:09:32Z,SUCCESS,300602,tushare,structured_market_data,daily,1,0,2250,0,,offline-capable structured snapshot ingest
ingest_structured_002837_disclosure_date_a177f1,structured_api_pull,2026-07-12T18:12:38Z,2026-07-12T18:12:38Z,SUCCESS,002837,tushare,structured_financial_data,disclosure_date,1,0,0,0,,offline-capable structured snapshot ingest
ingest_eastmoney_report_002837_20f610,structured_api_pull,2026-07-12T18:16:50Z,2026-07-12T18:16:50Z,SUCCESS,002837,eastmoney_push2,third_party_research,reportapi_metadata,1,0,60,0,,analyst_view_only; proxy_route=inherit; http_status=200
ingest_official_002837_e78396,official_disclosure_search,2026-07-12T18:18:58Z,2026-07-12T18:18:58Z,SUCCESS,002837,cninfo,official_disclosure,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_002837_1b4421,official_disclosure_search,2026-07-12T18:19:00Z,2026-07-12T18:19:00Z,SUCCESS,002837,cninfo,official_disclosure,,1,0,0,0,,official disclosure registered; parse later before material claims
r5_bundle8r_tencent_quote_adapter_quote_and_valuation_7eb667bd,structured_api_pull,2026-07-13T10:59:57Z,2026-07-13T10:59:57Z,SUCCESS,002837,tencent_finance,structured_market_data,quote_and_valuation,1,0,14,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_tencent_quote_adapter_quote_or_kline_7eb667bd,structured_api_pull,2026-07-13T10:59:58Z,2026-07-13T10:59:58Z,SUCCESS,002837,tencent_finance,structured_market_data,quote_or_kline,0,0,0,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_mootdx_adapter_daily_bar_0ae09abc,structured_api_pull,2026-07-13T11:00:08Z,2026-07-13T11:00:08Z,PARTIAL_SUCCESS,002837,mootdx,structured_market_data,daily_bar,1,0,0,0,missing_field:close;missing_field:high;missing_field:low;missing_field:open;missing_field:trade_date;missing_field:volume,claim_boundary=metric_only; transport=tcp
ingest_structured_002837_stock_basic_778de7,structured_api_pull,2026-07-13T11:04:48Z,2026-07-13T11:04:49Z,SUCCESS,002837,tushare,structured_market_data,stock_basic,1,0,5530,0,,offline-capable structured snapshot ingest
ingest_structured_002837_stk_holdernumber_4f045f,structured_api_pull,2026-07-13T11:04:50Z,2026-07-13T11:04:50Z,SUCCESS,002837,tushare,structured_financial_data,stk_holdernumber,1,0,74,0,,offline-capable structured snapshot ingest
ingest_structured_002837_dividend_f7eb71,structured_api_pull,2026-07-13T11:04:51Z,2026-07-13T11:04:51Z,SUCCESS,002837,tushare,structured_financial_data,dividend,1,0,169,0,,offline-capable structured snapshot ingest
ingest_structured_002837_share_float_95bd89,structured_api_pull,2026-07-13T11:04:52Z,2026-07-13T11:04:52Z,SUCCESS,002837,tushare,structured_financial_data,share_float,1,0,501,0,,offline-capable structured snapshot ingest
ingest_structured_002837_stock_basic_5807c1,structured_api_pull,2026-07-13T11:05:30Z,2026-07-13T11:05:30Z,SUCCESS,002837,tushare,structured_market_data,stock_basic,1,0,1,0,,offline-capable structured snapshot ingest
r5_bundle8r_ths_consensus_adapter_consensus_eps_1ca4d1d4,structured_api_pull,2026-07-13T11:06:47Z,2026-07-13T11:06:48Z,SUCCESS,002837,ths,third_party_research,consensus_eps,1,0,15,0,,claim_boundary=estimate_only; transport=inherit
r5_bundle8r_sina_financial_adapter_financial_statements_6e0ecd46,structured_api_pull,2026-07-13T11:06:48Z,2026-07-13T11:06:48Z,SUCCESS,002837,sina_finance,structured_financial_data,financial_statements,1,0,995,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_cninfo_irm_adapter_irm_interaction_a9952c30,structured_api_pull,2026-07-13T11:06:49Z,2026-07-13T11:06:50Z,SUCCESS,002837,cninfo_ir,company_ir_product,irm_interaction,1,0,0,36,,claim_boundary=management_comment_only; transport=inherit
r5_bundle8r_exchange_fallback_adapter_announcement_official_9dae3a4c,structured_api_pull,2026-07-13T11:06:51Z,2026-07-13T11:06:51Z,SUCCESS,002837,szse,official_disclosure,announcement_official,1,0,0,0,,claim_boundary=material_fact_after_review; transport=inherit
r5_bundle8r_eastmoney_industry_report_adapter_industry_reportapi_metadata_9432c0a3,structured_api_pull,2026-07-13T11:11:09Z,2026-07-13T11:11:10Z,SUCCESS,002837,eastmoney_push2,third_party_research,industry_reportapi_metadata,1,0,0,100,,claim_boundary=analyst_view_only; transport=inherit
r5_bundle8r_report_pdf_002837_319c2787,url_file,2026-07-13T11:11:22Z,2026-07-13T11:11:22Z,SUCCESS,002837,eastmoney_push2,third_party_research,report_pdf,2,0,0,0,,analyst_view_only; PDF bytes and page map retained
r5_bundle8r_eastmoney_capital_adapter_holder_count_a5f7fa26,structured_api_pull,2026-07-13T11:11:56Z,2026-07-13T11:11:56Z,SUCCESS,002837,eastmoney_push2,structured_market_data,holder_count,1,0,3,0,,claim_boundary=metric_only_with_official_reconciliation; transport=inherit
r5_bundle8r_eastmoney_capital_adapter_lockup_expiry_41b285f6,structured_api_pull,2026-07-13T11:12:04Z,2026-07-13T11:12:05Z,SUCCESS,002837,eastmoney_push2,structured_market_data,lockup_expiry,1,0,20,0,,claim_boundary=event_metric_only; transport=inherit
r5_bundle8r_eastmoney_capital_adapter_dividend_history_0555c0ab,structured_api_pull,2026-07-13T11:12:12Z,2026-07-13T11:12:13Z,SUCCESS,002837,eastmoney_push2,structured_market_data,dividend_history,1,0,11,0,,claim_boundary=metric_only_with_official_reconciliation; transport=inherit
r5_bundle8r_eastmoney_capital_adapter_fund_flow_d9b6efb6,structured_api_pull,2026-07-13T11:12:21Z,2026-07-13T11:12:21Z,SUCCESS,002837,eastmoney_push2,structured_market_data,fund_flow,1,0,150,0,,claim_boundary=clue_only; transport=inherit
r5_bundle8r_eastmoney_news_adapter_news_clue_a962f931,structured_api_pull,2026-07-13T11:12:29Z,2026-07-13T11:12:29Z,SUCCESS,002837,eastmoney_push2,news_social_clue,news_clue,1,0,0,20,,claim_boundary=clue_only; transport=inherit
r5_bundle8r_eastmoney_capital_adapter_margin_trading_48e0709b,structured_api_pull,2026-07-13T11:19:31Z,2026-07-13T11:19:32Z,SUCCESS,002837,eastmoney_push2,structured_market_data,margin_trading,1,0,100,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_eastmoney_capital_adapter_block_trade_d8f3c8b1,structured_api_pull,2026-07-13T11:19:40Z,2026-07-13T11:19:40Z,SUCCESS,002837,eastmoney_push2,structured_market_data,block_trade,1,0,100,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_baidu_kline_adapter_kline_with_ma_b97b85e5,structured_api_pull,2026-07-13T11:21:45Z,2026-07-13T11:21:45Z,SUCCESS,002837,baidu_finance,structured_market_data,kline_with_ma,1,0,270,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_cls_telegraph_adapter_telegraph_16f5605f,structured_api_pull,2026-07-13T11:21:53Z,2026-07-13T11:21:53Z,SUCCESS,002837,cls_market,news_social_clue,telegraph,1,0,0,0,,claim_boundary=clue_only; transport=inherit
r5_bundle8r_mootdx_adapter_finance_snapshot_bbb9e042,structured_api_pull,2026-07-13T11:22:38Z,2026-07-13T11:22:38Z,SUCCESS,002837,mootdx,structured_market_data,finance_snapshot,1,0,0,0,,claim_boundary=metric_only; transport=tcp
r5_bundle8r_mootdx_adapter_f10_0ff555c1,structured_api_pull,2026-07-13T11:22:47Z,2026-07-13T11:22:47Z,SUCCESS,002837,mootdx,structured_market_data,f10,1,0,0,1,,claim_boundary=clue_only_unless_official_archived; transport=tcp
r5_bundle8r_tencent_quote_adapter_quote_and_valuation_79bd83ad,structured_api_pull,2026-07-13T11:43:14Z,2026-07-13T11:43:14Z,SUCCESS,002837,tencent_finance,structured_market_data,quote_and_valuation,1,0,14,0,,claim_boundary=metric_only; transport=inherit
r5_bundle8r_exchange_fallback_adapter_announcement_official_bd40f1a3,structured_api_pull,2026-07-14T18:54:12Z,2026-07-14T18:54:12Z,SUCCESS,002837,szse,official_disclosure,announcement_official,1,0,0,0,,claim_boundary=material_fact_after_review; transport=inherit
r5_bundle8r_cninfo_irm_adapter_irm_interaction_2430bfbf,structured_api_pull,2026-07-14T18:54:35Z,2026-07-14T18:54:35Z,SUCCESS,002837,cninfo_ir,company_ir_product,irm_interaction,1,0,0,36,,claim_boundary=management_comment_only; transport=inherit
ingest_official_301217_d3f361,official_disclosure_search,2026-07-15T06:25:55Z,2026-07-15T06:25:55Z,SUCCESS,301217,cninfo,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_301217_904702,official_disclosure_search,2026-07-15T06:25:58Z,2026-07-15T06:25:58Z,SUCCESS,301217,cninfo,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600988_e68281,official_disclosure_search,2026-07-15T06:26:02Z,2026-07-15T06:26:02Z,SUCCESS,600988,sse,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600988_0f35e5,official_disclosure_search,2026-07-15T06:26:05Z,2026-07-15T06:26:05Z,SUCCESS,600988,sse,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_603259_4d848b,official_disclosure_search,2026-07-15T06:26:09Z,2026-07-15T06:26:09Z,SUCCESS,603259,sse,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_603259_0eafaf,official_disclosure_search,2026-07-15T06:26:12Z,2026-07-15T06:26:12Z,SUCCESS,603259,sse,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_3c9f5e,official_disclosure_search,2026-07-15T06:26:16Z,2026-07-15T06:26:16Z,SUCCESS,600673,sse,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_0f2301,official_disclosure_search,2026-07-15T06:26:19Z,2026-07-15T06:26:20Z,SUCCESS,600673,sse,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600988_d53382,official_disclosure_search,2026-07-15T06:27:24Z,2026-07-15T06:27:25Z,SUCCESS,600988,cninfo,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600988_4201ae,official_disclosure_search,2026-07-15T06:27:28Z,2026-07-15T06:27:28Z,SUCCESS,600988,cninfo,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_603259_7f1431,official_disclosure_search,2026-07-15T06:27:32Z,2026-07-15T06:27:32Z,SUCCESS,603259,cninfo,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_603259_379796,official_disclosure_search,2026-07-15T06:27:35Z,2026-07-15T06:27:35Z,SUCCESS,603259,cninfo,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_a8e2a1,official_disclosure_search,2026-07-15T06:27:38Z,2026-07-15T06:27:39Z,SUCCESS,600673,cninfo,annual_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_34ed1a,official_disclosure_search,2026-07-15T06:27:42Z,2026-07-15T06:27:42Z,SUCCESS,600673,cninfo,quarterly_report,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600988_c11825,official_disclosure_search,2026-07-15T06:38:33Z,2026-07-15T06:38:33Z,SUCCESS,600988,cninfo,announcement,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_da320e,official_disclosure_search,2026-07-15T06:38:36Z,2026-07-15T06:38:36Z,SUCCESS,600673,cninfo,announcement,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_c5ca5c,official_disclosure_search,2026-07-15T06:38:40Z,2026-07-15T06:38:40Z,SUCCESS,600673,cninfo,announcement,,1,0,0,0,,official disclosure registered; parse later before material claims
ingest_official_600673_54be9c,official_disclosure_search,2026-07-15T06:38:43Z,2026-07-15T06:38:43Z,SUCCESS,600673,cninfo,announcement,,1,0,0,0,,official disclosure registered; parse later before material claims
